157;http://korpusy.klf.uw.edu.pl/djvus/linde/index.djvu?djvuopts&page=981&zoom=width&showposition=0.738,0.808&highlight=1822,592,102,62#Linde;
Syr. OPCHAĆ;http://korpusy.klf.uw.edu.pl/djvus/linde/index.djvu?djvuopts&page=2084&zoom=width&showposition=0.635,0.483&highlight=1511,1634,38,31#Linde;
68;http://korpusy.klf.uw.edu.pl/djvus/linde/index.djvu?djvuopts&page=200&zoom=width&showposition=0.606,0.479&highlight=1494,1626,91,46#Linde;
645;http://korpusy.klf.uw.edu.pl/djvus/linde/index.djvu?djvuopts&page=3553&zoom=width&showposition=0.072,0.187&highlight=228,2568,83,60#Linde;
Syr. podnosić;http://korpusy.klf.uw.edu.pl/djvus/linde/index.djvu?djvuopts&page=2975&zoom=width&showposition=0.235,0.567&highlight=547,1377,38,31#Linde;
Syr. pr;http://korpusy.klf.uw.edu.pl/djvus/linde/index.djvu?djvuopts&page=2574&zoom=width&showposition=0.633,0.709&highlight=1493,914,39,32#Linde;
Syr. praef;http://korpusy.klf.uw.edu.pl/djvus/linde/index.djvu?djvuopts&page=2345&zoom=width&showposition=0.550,0.636&highlight=1309,1159,35,29#Linde;
Syr. qu;http://korpusy.klf.uw.edu.pl/djvus/linde/index.djvu?djvuopts&page=3216&zoom=width&showposition=0.355,0.769&highlight=831,720,41,35#Linde;
Syr. Qu;http://korpusy.klf.uw.edu.pl/djvus/linde/index.djvu?djvuopts&page=4605&zoom=width&showposition=0.439,0.676&highlight=1030,1019,39,33#Linde;
Syr. Quin;http://korpusy.klf.uw.edu.pl/djvus/linde/index.djvu?djvuopts&page=1470&zoom=width&showposition=0.835,0.720&highlight=1978,880,38,32#Linde;
581;http://korpusy.klf.uw.edu.pl/djvus/linde/index.djvu?djvuopts&page=3489&zoom=width&showposition=0.862,0.697&highlight=2099,933,81,58#Linde;
Syr. Reg;http://korpusy.klf.uw.edu.pl/djvus/linde/index.djvu?djvuopts&page=2053&zoom=width&showposition=0.297,0.774&highlight=702,711,38,31#Linde;
Syr. Reg;http://korpusy.klf.uw.edu.pl/djvus/linde/index.djvu?djvuopts&page=2207&zoom=width&showposition=0.759,0.116&highlight=1812,2828,36,29#Linde;
Syr. Rej;http://korpusy.klf.uw.edu.pl/djvus/linde/index.djvu?djvuopts&page=522&zoom=width&showposition=0.215,0.536&highlight=491,1467,46,32#Linde;
Syr. Rej;http://korpusy.klf.uw.edu.pl/djvus/linde/index.djvu?djvuopts&page=789&zoom=width&showposition=0.811,0.589&highlight=1903,1302,38,32#Linde;
Syr. Rej;http://korpusy.klf.uw.edu.pl/djvus/linde/index.djvu?djvuopts&page=1002&zoom=width&showposition=0.400,0.728&highlight=941,859,35,29#Linde;
