dziel,;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=731&highlight=2307,3002,716,30;*DZIEL — *DZIEL adv.,;*⟦DZIEL — DZIEL⟧ adv.
doszła;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=641&highlight=2331,4944,2093,147; [DOSZEDŁ, DOSZŁA, DOSZŁY, DOSZŁOŚĆ, *DOSZTO, ob. Dójść.];ob. Dójść.
doszły;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=641&highlight=2331,4944,2093,147; [DOSZEDŁ, DOSZŁA, DOSZŁY, DOSZŁOŚĆ, *DOSZTO, ob. Dójść.];ob. Dójść.
doszłość;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=641&highlight=2331,4944,2093,147; [DOSZEDŁ, DOSZŁA, DOSZŁY, DOSZŁOŚĆ, *DOSZTO, ob. Dójść.];ob. Dójść.
doszto;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=641&highlight=2331,4944,2093,147; [DOSZEDŁ, DOSZŁA, DOSZŁY, DOSZŁOŚĆ, *DOSZTO, ob. Dójść.];*~ , ob. Dójść.
baś;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=192&highlight=354,4223,959,96; [BAŚ, BAŚ, BASIU, BASIU!];⟦BAŚ, BAŚ, BASIU, BASIU!⟧
baś baś;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=192&highlight=354,4223,959,96; [BAŚ, BAŚ, BASIU, BASIU!];⟦BAŚ, BAŚ, BASIU, BASIU!⟧
basiu;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=192&highlight=354,4223,959,96; [BAŚ, BAŚ, BASIU, BASIU!];⟦BAŚ, BAŚ, BASIU, BASIU!⟧
basiu basiu;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=192&highlight=354,4223,959,96; [BAŚ, BAŚ, BASIU, BASIU!];⟦BAŚ, BAŚ, BASIU, BASIU!⟧
baź;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=192&highlight=1673,4241,767,60; [baź, baź i baziu, baziu!];⟦baź, baź i baziu, baziu⟧
baż baź;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=192&highlight=1673,4241,767,60; [baź, baź i baziu, baziu!];⟦baź, baź i baziu, baziu⟧
baziu;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=192&highlight=1673,4241,767,60; [baź, baź i baziu, baziu!];⟦baź, baź i baziu, baziu⟧
baziu baziu;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=192&highlight=1673,4241,767,60; [baź, baź i baziu, baziu!];⟦baź, baź i baziu, baziu⟧
będą;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=199&highlight=228,1464,1223,96; [BĘDĄ BĘDĄCY BĘDĘ, vide Być];vide Być
będący;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=199&highlight=228,1464,1223,96; [BĘDĄ BĘDĄCY BĘDĘ, vide Być];vide Być
będę;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=199&highlight=228,1464,1223,96; [BĘDĄ BĘDĄCY BĘDĘ, vide Być];vide Być
beknąć;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=200&highlight=2446,936,1720,108; [BEKNĄĆ vide Beczeć. BĘKNĄĆ vide Bęczeć];vide Beczeć.
bęknąć;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=200&highlight=2446,936,1720,108; [BEKNĄĆ vide Beczeć. BĘKNĄĆ vide Bęczeć];vide Bęczeć
będzie;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=200&highlight=323,5283,1081,97; [BĘDZIE, BĘDZIEMY vide Być.];vide Być.
będziemy;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=200&highlight=323,5283,1081,97; [BĘDZIE, BĘDZIEMY vide Być.];vide Być.
berzana;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=203&highlight=232,2028,1300,201; [BERZANA, BERZANKA ob. Barwena];ob. Barwena
berzanka;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=203&highlight=232,2028,1300,201; [BERZANA, BERZANKA ob. Barwena];ob. Barwena
nadnijdzie;http://korpusy.klf.uw.edu.pl/djvus/linde-t/03/index.djvu?djvuopts&page=220&highlight=2467,1903,1574,134; [NADNIJDZIE, NADEJDZIE, ob. Nadchodzić];ob. Nadchodzić
nadejdzie;http://korpusy.klf.uw.edu.pl/djvus/linde-t/03/index.djvu?djvuopts&page=220&highlight=2467,1903,1574,134; [NADNIJDZIE, NADEJDZIE, ob. Nadchodzić];ob. Nadchodzić
biała;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=223&highlight=2325,4282,1096,104; [BIAŁA GŁOWA ob. Białogłowa.];⟦BIAŁA GŁOWA⟧ ob. Białogłowa.
biała głowa;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=223&highlight=2325,4282,1096,104; [BIAŁA GŁOWA ob. Białogłowa.];⟦BIAŁA GŁOWA⟧ ob. Białogłowa.
głowa;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=223&highlight=2325,4282,1096,104; [BIAŁA GŁOWA ob. Białogłowa.];⟦BIAŁA GŁOWA⟧ ob. Białogłowa.
bielusienki;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=236&highlight=3035,4582,1499,111; [BIELUSIENKI, BIELUSKI, BIELUTKI ob. Bieluchny];ob. Bieluchny
bieluski;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=236&highlight=3035,4582,1499,111; [BIELUSIENKI, BIELUSKI, BIELUTKI ob. Bieluchny];ob. Bieluchny
bielutki;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=236&highlight=3035,4582,1499,111; [BIELUSIENKI, BIELUSKI, BIELUTKI ob. Bieluchny];ob. Bieluchny
Błażkowa;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=249&highlight=575,4754,1316,86; [BŁAŻKOWA, BŁAŻKÓWNA ob. Błażek.];ob. Błażek.
Błażkówna;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=249&highlight=575,4754,1316,86; [BŁAŻKOWA, BŁAŻKÓWNA ob. Błażek.];ob. Błażek.
bodąc;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=264&highlight=343,1280,1015,80; [BODĄC, BODĄCY, ob. BÓŚĆ];ob. BÓŚĆ
bodący;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=264&highlight=343,1280,1015,80; [BODĄC, BODĄCY, ob. BÓŚĆ];ob. BÓŚĆ
bręga;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=298&highlight=373,3547,1597,49; [BRĘGA, BRĘGOWAC, BRĘGOWIEC ob. Pręga.];ob. Pręga.
bręgowac;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=298&highlight=373,3547,1597,49; [BRĘGA, BRĘGOWAC, BRĘGOWIEC ob. Pręga.];ob. Pręga.
bręgowiec;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=298&highlight=373,3547,1597,49; [BRĘGA, BRĘGOWAC, BRĘGOWIEC ob. Pręga.];ob. Pręga.
brząkać;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=310&highlight=2490,3130,1640,99; [BRZĄKAĆ, BRZĄKNĄĆ ob. Brzękać, Brzęk.];ob. Brzękać, Brzęk.
brząknąć;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=310&highlight=2490,3130,1640,99; [BRZĄKAĆ, BRZĄKNĄĆ ob. Brzękać, Brzęk.];ob. Brzękać, Brzęk.
buba;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=318&highlight=2472,888,814,62; [BUBA, BUBO ob. Bobo.];ob. Bobo.
bubo;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=318&highlight=2472,888,814,62; [BUBA, BUBO ob. Bobo.];ob. Bobo.
burdowie;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=329&highlight=226,2659,1096,104; [BURDOWIE, BURDY ob. Burda];ob. Burda
burdy;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=329&highlight=226,2659,1096,104; [BURDOWIE, BURDY ob. Burda];ob. Burda
burk;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=329&highlight=2319,4466,1469,116; [BURK, BURKOWAĆ ob. Bruk, Brukować];ob. Bruk, Brukować
burkować;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=329&highlight=2319,4466,1469,116; [BURK, BURKOWAĆ ob. Bruk, Brukować];ob. Bruk, Brukować
byś;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=340&highlight=2488,3864,1055,102; [BYŚ, BYSIEK ob. Byk, Bycze];ob. Byk, Bycze
bysiek;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=340&highlight=2488,3864,1055,102; [BYŚ, BYSIEK ob. Byk, Bycze];ob. Byk, Bycze
całusieńki;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=348&highlight=2472,1237,1463,74; [CAŁUSIEŃKI, CALUTENKI ob. Całuchny.];ob. Całuchny.
calutenki;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=348&highlight=2472,1237,1463,74; [CAŁUSIEŃKI, CALUTENKI ob. Całuchny.];ob. Całuchny.
chechot;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=367&highlight=2295,3222,1744,74; [CHECHOT, CHECHOTAĆ ob. Chychot, Chychotać.];ob. Chychot, Chychotać.
chechotać;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=367&highlight=2295,3222,1744,74; [CHECHOT, CHECHOTAĆ ob. Chychot, Chychotać.];ob. Chychot, Chychotać.
cię;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=422&highlight=2478,1054,741,67; [CIĘ, CIEBIE ob. Ty.];ob. Ty.
ciebie ;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=422&highlight=2478,1054,741,67; [CIĘ, CIEBIE ob. Ty.];ob. Ty.
ciekący;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=424&highlight=2955,3210,1518,80; [CIEKĄCY, CIEKĄTSZY, CIEKĄCIEJSZY ob.];ob.
ciekątszy;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=424&highlight=2955,3210,1518,80; [CIEKĄCY, CIEKĄTSZY, CIEKĄCIEJSZY ob.];ob.
ciekąciejszy;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=424&highlight=2955,3210,1518,80; [CIEKĄCY, CIEKĄTSZY, CIEKĄCIEJSZY ob.];ob.
cyl;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=468&highlight=2448,1287,1266,85; [CYL, CYLOWAĆ ob. Cel, Celować.];ob. Cel, Celować.
cylować;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=468&highlight=2448,1287,1266,85; [CYL, CYLOWAĆ ob. Cel, Celować.];ob. Cel, Celować.
cywa;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=473&highlight=2264,2242,1248,86; [CYWA, CYWKA ob. Cewa];ob. Cewa; Cewka.
cywka;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=473&highlight=2264,2242,1248,86; [CYWA, CYWKA ob. Cewa];ob. Cewa; Cewka.
czaczek;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=474&highlight=337,2150,1401,80; [CZACZEK, CZACZKO ob. Caco, Cacko.];ob. Caco, Cacko.
czaczko;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=474&highlight=337,2150,1401,80; [CZACZEK, CZACZKO ob. Caco, Cacko.];ob. Caco, Cacko.
czambr;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=475&highlight=214,968,1512,61; [CZAMBR, CZAMBROWINA ob. Cembrowina.];ob. Cembrowina.
czambrowina;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=475&highlight=214,968,1512,61; [CZAMBR, CZAMBROWINA ob. Cembrowina.];ob. Cembrowina.
czarownik;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=481&highlight=1927,1544,325,55; [Czarownik ziele ob.];⟦Czarownik ziele⟧ ob.
czarownik ziele;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=481&highlight=1927,1544,325,55; [Czarownik ziele ob.];⟦Czarownik ziele⟧ ob.
ziele;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=481&highlight=1927,1544,325,55; [Czarownik ziele ob.];⟦Czarownik ziele⟧ ob.
na;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=492&highlight=398,3486,385,61; [Na CZELE];⟦Na CZELE⟧
na czele;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=492&highlight=398,3486,385,61; [Na CZELE];⟦Na CZELE⟧
czele;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=492&highlight=398,3486,385,61; [Na CZELE];⟦Na CZELE⟧
czestny;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=502&highlight=2482,1818,1439,90; [CZESTNY, CZESTNE ob. Czesny, Czesne.];ob. Czesny, Czesne.
czestne;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=502&highlight=2482,1818,1439,90; [CZESTNY, CZESTNE ob. Czesny, Czesne.];ob. Czesny, Czesne.
po;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=503&highlight=3477,2118,486,66; [po człowieczu];⟦po człowieczu⟧
człowieczu;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=503&highlight=3477,2118,486,66; [po człowieczu];⟦po człowieczu⟧
czuchrać;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=517&highlight=210,1722,1924,66; [CZUCHRAĆ, CZOCHRAĆ, CZUCHRANIEC ob., Czechrać.];ob. Czechrać.
czochrać;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=517&highlight=210,1722,1924,66; [CZUCHRAĆ, CZOCHRAĆ, CZUCHRANIEC ob., Czechrać.];ob. Czechrać.
czuchraniec;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=517&highlight=210,1722,1924,66; [CZUCHRAĆ, CZOCHRAĆ, CZUCHRANIEC ob., Czechrać.];ob. Czechrać.
z;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=577&highlight=2558,4429,685,62; [Z DOBROMILSKIEJ];⟦Z DOBROMILSKIEJ⟧
dobromilskiej;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=577&highlight=2558,4429,685,62; [Z DOBROMILSKIEJ];⟦Z DOBROMILSKIEJ⟧
z dobromilskiej;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=577&highlight=2558,4429,685,62; [Z DOBROMILSKIEJ];⟦Z DOBROMILSKIEJ⟧
doszły;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=641&highlight=2313,4245,1108,62; [DOSZŁY, DOSZŁOŚĆ ob. Dójść.];ob. Dójść.
doszłość;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=641&highlight=2313,4245,1108,62; [DOSZŁY, DOSZŁOŚĆ ob. Dójść.];ob. Dójść.
dożonąc;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=653&highlight=3145,2359,1261,61; [DOŻONĄC, DOŻENIE ob. Dognać.];ob. Dognać.
dożenie;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=653&highlight=3145,2359,1261,61; [DOŻONĄC, DOŻENIE ob. Dognać.];ob. Dognać.
dryjawnik;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=675&highlight=2490,4674,1163,86; [Dryjawnik, ryba, DRĘTWIK. Tr.];ryba, DRĘTWIK.
drętwik;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=675&highlight=2490,4674,1163,86; [Dryjawnik, ryba, DRĘTWIK. Tr.];Dryjawnik, ryba, 
dwojko;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=697&highlight=2582,2340,1463,37; [DWOJKO, Dwojgo ob. Dwoje, Gen. dwojga.];ob. Dwoje, Gen. dwojga.
dwojgo;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=697&highlight=2582,2340,1463,37; [DWOJKO, Dwojgo ob. Dwoje, Gen. dwojga.];ob. Dwoje, Gen. dwojga.
dyabli;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=708&highlight=1444,2236,777,31; [DYABLI, DYABLE, ob.]; ob.
dyable;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=708&highlight=1444,2236,777,31; [DYABLI, DYABLE, ob.]; ob.
dyszkant;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=718&highlight=410,3860,1946,24; [DYSZKANT, DYSZKRECYA, DYSZKURS ob. Dyskant etc.];ob. Dyskant etc.
dyszkrecya;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=718&highlight=410,3860,1946,24; [DYSZKANT, DYSZKRECYA, DYSZKURS ob. Dyskant etc.];ob. Dyskant etc.
dyszkurs;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=718&highlight=410,3860,1946,24; [DYSZKANT, DYSZKRECYA, DYSZKURS ob. Dyskant etc.];ob. Dyskant etc.
dźgi;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=719&highlight=2276,1844,508,67; [DŹGI! DŹGA!];⟦DŹGI! DŹGA!⟧
dźgi dźgi;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=719&highlight=2276,1844,508,67; [DŹGI! DŹGA!];⟦DŹGI! DŹGA!⟧
dźga;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=719&highlight=2276,1844,508,67; [DŹGI! DŹGA!];⟦DŹGI! DŹGA!⟧
dźga dźga;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=719&highlight=2276,1844,508,67; [DŹGI! DŹGA!];⟦DŹGI! DŹGA!⟧
dzióra;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=746&highlight=349,2794,1236,24; [DZIÓRA, DZIÓRKOWAĆ ob. Dziura.];ob. Dziura.
dziórkować;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=746&highlight=349,2794,1236,24; [DZIÓRA, DZIÓRKOWAĆ ob. Dziura.];ob. Dziura.
dziub;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=747&highlight=214,4013,1928,30; [DZIUB, DZIUBAĆ, DZIUBAS, DZIUBATY ob. Dziób];ob. Dziób
dziubać;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=747&highlight=214,4013,1928,30; [DZIUB, DZIUBAĆ, DZIUBAS, DZIUBATY ob. Dziób];ob. Dziób
dziubas;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=747&highlight=214,4013,1928,30; [DZIUB, DZIUBAĆ, DZIUBAS, DZIUBATY ob. Dziób];ob. Dziób
dziubaty;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=747&highlight=214,4013,1928,30; [DZIUB, DZIUBAĆ, DZIUBAS, DZIUBATY ob. Dziób];ob. Dziób
ephod;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=760&highlight=2411,778,1046,18; [*EPHOD EFOD ob. Humerał.];*~ ob. Humerał.
efod;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=760&highlight=2411,778,1046,18; [*EPHOD EFOD ob. Humerał.];ob. Humerał.
