dziel,;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=731&highlight=2307,3002,716,30;*DZIEL — *DZIEL adv.,;*⟦DZIEL — DZIEL⟧ adv.
flanderka;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=787&highlight=2240,2475,1309,31; [FLANDERKA, FLANDER, ob. Fląder];ob. Fląder
flander;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=787&highlight=2240,2475,1309,31; [FLANDERKA, FLANDER, ob. Fląder];ob. Fląder
fu;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=806&highlight=349,1329,655,37; [FU na FU ob. Fru.];⟦FU na FU⟧ ob. Fru.
fu na fu;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=806&highlight=349,1329,655,37; [FU na FU ob. Fru.];⟦FU na FU⟧ ob. Fru.
na;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=806&highlight=349,1329,655,37; [FU na FU ob. Fru.];⟦FU na FU⟧ ob. Fru.
furta;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=810&highlight=398,5489,1982,43; [FURTA. FURTKA, FURTYAN ob. Forta, Fórtka, Fortyan.];ob. Forta, Fórtka, Fortyan.
furtka;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=810&highlight=398,5489,1982,43; [FURTA. FURTKA, FURTYAN ob. Forta, Fórtka, Fortyan.];ob. Forta, Fórtka, Fortyan.
furtyan;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=810&highlight=398,5489,1982,43; [FURTA. FURTKA, FURTYAN ob. Forta, Fórtka, Fortyan.];ob. Forta, Fórtka, Fortyan.
fus;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=810&highlight=379,2089,710,31; [FUS, FUSY ob. Fuz.];ob. Fuz.
fusy;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=810&highlight=379,2089,710,31; [FUS, FUSY ob. Fuz.];ob. Fuz.
fuzy;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=810&highlight=3133,1023,636,12; [FUZY, FUSY plur.];plur.
fusy;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=810&highlight=3133,1023,636,12; [FUZY, FUSY plur.];plur.
doćcic;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=587&highlight=208,1973,1628,98; [*DOĆCIC, *DOCZCIĆ, *DOCZEDŁ ob. Doczytać.];*~  ob. Doczytać.
doczcić;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=587&highlight=208,1973,1628,98; [*DOĆCIC, *DOCZCIĆ, *DOCZEDŁ ob. Doczytać.];*~  ob. Doczytać.
doczedł;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=587&highlight=208,1973,1628,98; [*DOĆCIC, *DOCZCIĆ, *DOCZEDŁ ob. Doczytać.];*~  ob. Doczytać.
w dopadki;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=618&highlight=1199,2757,894,86; [W DOPADKI. adverbialiter,];⟦W DOPADKI⟧ adverbialiter
w;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=618&highlight=1199,2757,894,86; [W DOPADKI. adverbialiter,];⟦W DOPADKI⟧ adverbialiter
dopadki;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=618&highlight=1199,2757,894,86; [W DOPADKI. adverbialiter,];⟦W DOPADKI⟧ adverbialiter
na dorączu;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=625&highlight=2319,4919,1028,49; [na DORĄCZU ob. na Doręczu.];⟦na DORĄCZU⟧ ob. na Doręczu.
na;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=625&highlight=2319,4919,1028,49; [na DORĄCZU ob. na Doręczu.];⟦na DORĄCZU⟧ ob. na Doręczu.
dorączu;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=625&highlight=2319,4919,1028,49; [na DORĄCZU ob. na Doręczu.];⟦na DORĄCZU⟧ ob. na Doręczu.
dowiertuję;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=649&highlight=2313,870,1664,67; [DOWIERTUJĘ, DOWIERTYWAĆ ob. Dowiercić.];ob. Dowiercić.
dowiertywać;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=649&highlight=2313,870,1664,67; [DOWIERTUJĘ, DOWIERTYWAĆ ob. Dowiercić.];ob. Dowiercić.
dozdrzewać;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=653&highlight=214,5140,1805,55; [*DOZDRZEWAĆ, *DOZDRZEĆ ob. Doźrzeć, dojrzeć.];*~ ob. Doźrzeć, dojrzeć.
dozdrzeć;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=653&highlight=214,5140,1805,55; [*DOZDRZEWAĆ, *DOZDRZEĆ ob. Doźrzeć, dojrzeć.];*~ ob. Doźrzeć, dojrzeć.
drygać;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=675&highlight=214,5636,1132,49; [DRYGAĆ, DRYGNĄĆ ob. Drgnąć.];ob. Drgnąć.
drygnąć;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=675&highlight=214,5636,1132,49; [DRYGAĆ, DRYGNĄĆ ob. Drgnąć.];ob. Drgnąć.
fals;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=769&highlight=2325,3296,1340,55; [FALS, FALSOWAĆ ob. Falc, falcować.];ob. Falc, falcować.
falsować;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=769&highlight=2325,3296,1340,55; [FALS, FALSOWAĆ ob. Falc, falcować.];ob. Falc, falcować.
cmono;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=448&highlight=416,4080,282,80; [CMONO [Błąd druku, zam. mocno. 4].];[Błąd druku, zam. mocno. 4]
na bałyku;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=179&highlight=2872,3713,311,90; [na BAŁYKU];⟦na BAŁYKU⟧
na;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=179&highlight=2872,3713,311,90; [na BAŁYKU];⟦na BAŁYKU⟧
bałyku;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=179&highlight=2872,3713,311,90; [na BAŁYKU];⟦na BAŁYKU⟧
-ć;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=345&highlight=208,3884,428,123; [2. -ć, CI,];2. ~ -ć, CI,
ci,;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=345&highlight=208,3884,428,123; [2. -ć, CI,];2. ~ -ć, CI,
ku cci;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=351&highlight=184,3137,856,116; [ku CCI ob. Cześć, Czcić.];ob. Cześć, Czcić.
ku;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=351&highlight=184,3137,856,116; [ku CCI ob. Cześć, Czcić.];ob. Cześć, Czcić.
cci;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=351&highlight=184,3137,856,116; [ku CCI ob. Cześć, Czcić.];ob. Cześć, Czcić.
po cichu,;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=422&highlight=3525,2163,336,98; [Po cichu,];⟦Po cichu⟧
po;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=422&highlight=3525,2163,336,98; [Po cichu,];⟦Po cichu⟧
cichu;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=422&highlight=3525,2163,336,98; [Po cichu,];⟦Po cichu⟧
ciele piele;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=425&highlight=3359,3100,490,92; [CIELE PIELE];⟦CIELE PIELE⟧
ciele;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=425&highlight=3359,3100,490,92; [CIELE PIELE];⟦CIELE PIELE⟧
piele;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=425&highlight=3359,3100,490,92; [CIELE PIELE];⟦CIELE PIELE⟧
po ciemku;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=428&highlight=404,2689,398,62; [PO CIEMKU,];⟦PO CIEMKU⟧
ciemku;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=428&highlight=404,2689,398,62; [PO CIEMKU,];⟦PO CIEMKU⟧
po;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=428&highlight=404,2689,398,62; [PO CIEMKU,];⟦PO CIEMKU⟧
w cieście;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=437&highlight=245,4864,789,98; [W CIEŚCIE ob. Ciasto.];⟦W CIEŚCIE⟧ ob. Ciasto.
w;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=437&highlight=245,4864,789,98; [W CIEŚCIE ob. Ciasto.];⟦W CIEŚCIE⟧ ob. Ciasto.
cieście;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=437&highlight=245,4864,789,98; [W CIEŚCIE ob. Ciasto.];⟦W CIEŚCIE⟧ ob. Ciasto.
z cygańska;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=468&highlight=1646,1476,477,74; [z CYGAŃSKA];⟦z CYGAŃSKA⟧
z;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=468&highlight=1646,1476,477,74; [z CYGAŃSKA];⟦z CYGAŃSKA⟧
cygańska;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=468&highlight=1646,1476,477,74; [z CYGAŃSKA];⟦z CYGAŃSKA⟧
czymsik;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=523&highlight=3213,2256,1121,72; [CZYMSIK, CZYMSIS ob. Co, Coś.];ob. Co, Coś.
czymsis;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=523&highlight=3213,2256,1121,72; [CZYMSIK, CZYMSIS ob. Co, Coś.];ob. Co, Coś.
czy-ż;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=530&highlight=3222,1287,922,65; [1. CZY-Ż, CZYŻ ob. Czy.];1. ~ ob. Czy.
czyż;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=530&highlight=3222,1287,922,65; [1. CZY-Ż, CZYŻ ob. Czy.];1. ~ ob. Czy.
dmę;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=567&highlight=851,5220,715,61; [DMĘ, DMIE ob. Dąć.];ob. Dąć.
dmie;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=567&highlight=851,5220,715,61; [DMĘ, DMIE ob. Dąć.];ob. Dąć.
dnia;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=568&highlight=330,5183,747,104; [DNIA, DNI ob. Dzień.];ob. Dzień.
dni;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=568&highlight=330,5183,747,104; [DNIA, DNI ob. Dzień.];ob. Dzień.
dobrany;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=575&highlight=214,4356,1236,67; [DOBRANY, DOBRANO, ob. Dobrać.];ob. Dobrać.
dobrano;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=575&highlight=214,4356,1236,67; [DOBRANY, DOBRANO, ob. Dobrać.];ob. Dobrać.
drobki;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=664&highlight=2527,1838,796,55; [mn., DROBKI ob. Drób',];mn., ~  ob. Drób',
dzięki;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=730&highlight=3445,3749,710,31; [in plur. DZIĘKI, ów];in plur. ~ , ów
dzień i noc;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=736&highlight=465,4074,1438,43; [DZIEŃ I NOC, Melampyrum Nemorosum,];⟦DZIEŃ I NOC⟧, Melampyrum Nemorosum
dzień;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=736&highlight=465,4074,1438,43; [DZIEŃ I NOC, Melampyrum Nemorosum,];⟦DZIEŃ I NOC⟧, Melampyrum Nemorosum
i;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=736&highlight=465,4074,1438,43; [DZIEŃ I NOC, Melampyrum Nemorosum,];⟦DZIEŃ I NOC⟧, Melampyrum Nemorosum
noc;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=736&highlight=465,4074,1438,43; [DZIEŃ I NOC, Melampyrum Nemorosum,];⟦DZIEŃ I NOC⟧, Melampyrum Nemorosum
filipowcy;http://korpusy.klf.uw.edu.pl/djvus/linde-t/01/index.djvu?djvuopts&page=783&highlight=979,4025,814,12; [w liczb. mn. FILIPOWCY];w liczb. mn. 
